Tick PD1 PD2 PD3
3912 000 198 198
3913 000 198 198
3914 000 198 198
3915 000 198 199
3916 000 198 199
3917 000 198 198
3918 000 198 198
3919 000 198 198
3920 000 198 199
3921 000 198 199
3922 000 198 198
3923 000 198 199
3924 000 198 198
3925 000 198 198
3926 000 198 199
3927 000 198 198
3928 000 198 199
3929 000 198 199
3930 000 198 199
3931 000 198 193
3932 000 198 187
3933 000 198 179
3934 000 198 172
3935 000 198 164
3936 000 198 156
3937 000 198 148
3938 000 198 140
3939 000 198 133
3940 000 198 126
3941 000 198 120
3942 000 198 114
3943 000 198 108
3944 000 198 102
3945 000 198 098
3946 000 198 094
3947 000 198 090
3948 000 198 086
3949 000 198 081
3950 000 198 076
3951 000 198 071
3952 000 198 065
3953 000 198 056
3954 000 198 047
3955 000 198 038
3956 000 198 030
3957 000 198 022
3958 000 198 016
3959 001 198 011
3960 001 198 007
3961 001 198 005
3962 001 198 003
3963 002 198 002
3964 002 198 001
3965 002 198 001
3966 003 198 001
3967 003 198 000
3968 004 198 000
3969 004 198 000
3970 005 198 001
3971 007 198 001
3972 009 198 001
3973 011 198 001
3974 015 198 001
3975 019 198 002
3976 024 198 002
3977 030 198 002
3978 037 198 003
3979 044 198 004
3980 051 198 005
3981 059 198 007
3982 066 198 009
3983 074 198 013
3984 082 198 016
3985 091 198 020
3986 101 198 024
3987 111 198 030
3988 122 198 037
3989 133 198 045
3990 143 198 052
3991 153 199 059
3992 162 198 066
3993 170 198 071
3994 177 199 076
3995 184 198 080
3996 190 199 083
3997 196 199 086
3998 198 199 088
3999 198 198 091
4000 198 199 092
4001 198 199 093
4002 198 199 094
4003 198 198 094
4004 198 198 093
4005 198 198 092
4006 198 199 090
4007 198 199 088
4008 198 199 084
4009 198 199 081
4010 198 198 077
4011 198 198 072
4012 198 198 067
4013 198 198 062
4014 198 199 056
4015 198 198 051
4016 198 198 046
4017 198 199 041
4018 198 199 036
4019 198 198 031
4020 198 199 027
4021 198 199 023
4022 198 198 019
4023 198 198 014
4024 198 199 010
4025 198 198 007
4026 198 199 004
4027 198 198 003
4028 198 198 002
4029 198 199 001
4030 198 198 001
4031 198 199 001
4032 198 198 000
4033 198 198 000
4034 198 199 000
4035 198 198 000
4036 198 199 001
4037 198 199 001
4038 193 198 001
4039 187 199 001
4040 180 199 002
4041 172 199 003
4042 164 198 004
4043 155 198 007
4044 146 198 009
4045 135 198 012
4046 125 198 015
4047 115 198 019
4048 105 198 023
4049 094 198 028
4050 083 198 033
4051 074 198 039
4052 064 198 045
4053 054 198 052
4054 047 198 059
4055 040 198 066
4056 034 198 072
4057 030 198 077
4058 025 198 081
4059 022 198 084
4060 019 198 087
4061 016 198 090
4062 013 198 091
4063 011 198 093
4064 009 198 094
4065 008 198 094
4066 007 198 095
4067 006 198 095
4068 005 198 094
4069 004 198 093
4070 004 198 091
4071 003 198 089
4072 003 198 085
4073 002 198 082
4074 002 198 077
4075 002 198 072
4076 001 198 066
4077 001 197 059
4078 001 194 053
4079 001 190 047
4080 000 185 040
4081 000 180 035
4082 000 175 029
4083 000 168 023
4084 000 162 018
4085 000 153 013
4086 000 144 009
4087 000 135 006
4088 000 125 003
4089 000 116 002
4090 000 107 001
4091 000 098 001
4092 000 088 000
4093 000 078 000
4094 000 069 000
4095 000 060 000
4096 000 052 000
4097 000 044 000
4098 000 037 000
4099 000 031 000
4100 000 026 000
4101 000 022 000
4102 000 017 001
4103 000 013 001
4104 000 009 003
4105 000 007 005
4106 000 005 008
4107 000 004 010
4108 000 003 014
4109 000 002 017
4110 000 001 021
4111 000 001 025
4112 000 000 030
4113 000 000 034
4114 000 000 041
4115 000 000 049
4116 000 000 056
4117 000 000 062
4118 000 000 068
4119 000 000 072
4120 000 000 076
4121 000 000 080
4122 000 000 083
4123 000 000 086
4124 000 000 088
4125 000 000 090
4126 000 000 091
4127 000 000 092
4128 000 000 092
4129 000 000 092
4130 000 000 092
4131 000 000 091
4132 000 000 090
4133 000 000 089
4134 000 000 086
4135 000 000 084
4136 000 000 080
4137 000 000 076
4138 000 000 071
4139 000 000 066
4140 000 000 061
4141 000 000 056
4142 000 000 052
4143 000 000 050
4144 000 000 048
4145 000 000 049
4146 000 000 050
4147 000 000 054
4148 000 000 058
4149 000 000 064
4150 000 000 071
4151 000 000 079
4152 000 000 087
4153 000 000 099
4154 000 000 111
4155 000 000 123
4156 000 000 134
4157 000 000 145
4158 000 000 154
4159 000 000 162
4160 000 000 169
4161 001 000 175
4162 001 000 182
4163 001 000 188
4164 001 000 194
4165 001 000 197
4166 001 000 198
4167 002 000 198
4168 002 000 198
4169 002 000 197
4170 003 000 198
4171 003 000 198
4172 004 000 198
4173 004 000 198
4174 005 000 198
4175 006 000 198
4176 007 000 198
4177 009 000 198
4178 011 000 198
4179 014 000 198
4180 018 000 198
4181 021 000 198
4182 025 000 198
4183 030 000 198
4184 037 000 198
4185 044 000 198
4186 051 000 198
4187 060 000 198
4188 070 000 198
4189 079 000 198
4190 089 000 197
4191 099 000 198
4192 109 000 198
4193 119 000 198
4194 129 000 198
4195 138 000 197
4196 147 000 198
4197 156 000 198
4198 164 000 198
4199 171 000 198
4200 178 000 198
4201 185 000 198
4202 192 000 198
4203 198 000 198
4204 198 000 198
4205 199 000 198
4206 198 000 198
4207 198 000 198
4208 198 000 198
4209 198 000 198
4210 198 000 198
4211 198 000 198
4212 198 000 198
4213 199 000 198
4214 198 000 198
4215 198 000 198
4216 198 000 198
4217 198 000 198
4218 198 000 198
4219 198 000 198
4220 198 000 198
4221 198 000 198
4222 198 000 198
4223 198 000 198
4224 198 000 198
4225 198 000 198
4226 198 000 198
4227 198 000 198
4228 198 000 198
4229 198 000 198
4230 198 000 198
4231 198 000 198
4232 198 000 198
4233 198 000 198
4234 198 000 198
4235 198 000 198
4236 198 000 198
4237 198 000 198
4238 198 000 198
4239 198 000 198
4240 198 000 198
4241 198 000 196
4242 198 000 190
4243 194 000 183
4244 189 000 177
4245 183 000 170
4246 176 000 164
4247 168 000 157
4248 160 000 149
4249 152 000 142
4250 143 000 136
4251 133 000 130
4252 122 000 124
4253 110 000 118
4254 098 000 112
4255 087 000 107
4256 077 000 102
4257 067 000 099
4258 058 000 095
4259 049 000 091
4260 042 000 087
4261 035 000 082
4262 029 000 077
4263 024 000 070
4264 020 000 063
4265 016 000 055
4266 013 000 047
4267 011 000 040
4268 009 000 033
4269 008 000 027
4270 006 000 021
4271 005 000 016
4272 005 000 011
4273 004 000 008
4274 003 000 005
4275 003 000 003
4276 002 001 002
4277 002 002 001
4278 002 003 000
4279 001 005 000
4280 001 007 000
4281 001 010 000
4282 001 013 000
4283 000 016 000
4284 000 020 000
4285 000 024 000
4286 000 028 001
4287 000 033 001
4288 000 039 002
4289 000 044 002
4290 000 051 004
4291 000 057 005
4292 000 065 008
4293 000 073 010
4294 000 082 014
4295 000 092 018
4296 000 102 022
4297 000 111 027
4298 000 121 033
4299 000 131 040
4300 000 141 047
4301 000 151 054
4302 000 160 061
4303 000 169 069
4304 000 177 075
4305 000 184 081
4306 000 190 086
4307 000 195 090
4308 000 198 092
4309 000 198 094
4310 000 198 095
4311 000 198 096
4312 000 198 097
4313 000 198 097
4314 000 198 097
4315 000 198 096
4316 000 198 095
4317 000 198 093
4318 000 198 091
4319 000 198 089
4320 000 198 086
4321 000 198 082
4322 000 198 078
4323 000 198 072
4324 000 198 066
4325 000 198 059
4326 000 198 052
4327 000 198 045
4328 000 198 037
4329 000 198 031
4330 000 198 025
4331 000 198 020
4332 000 198 015
4333 000 198 012
4334 000 198 009
4335 000 197 007
4336 000 198 005
4337 000 198 004
4338 000 198 003
4339 000 198 002
4340 000 198 002
4341 000 198 001
4342 000 198 001
4343 000 198 001
4344 000 198 001
4345 000 198 001
4346 000 198 001
4347 000 198 002
4348 000 198 002
4349 000 198 003
4350 000 198 004
4351 000 198 006
4352 000 198 008
4353 000 198 012
4354 000 198 016
4355 000 198 020
4356 000 198 026
4357 000 198 032
4358 000 198 037
4359 000 198 043
4360 000 198 049
4361 000 198 057
4362 000 198 064
4363 001 198 070
4364 001 198 075
4365 001 198 080
4366 001 198 084
4367 001 198 088
4368 002 198 091
4369 002 198 094
4370 002 198 097
4371 003 198 098
4372 003 198 100
4373 004 198 100
4374 005 198 100
4375 005 198 098
4376 007 198 096
4377 008 198 094
4378 010 198 091
4379 012 198 087
4380 015 198 083
4381 018 198 078
4382 022 198 073
4383 026 198 068
4384 031 198 063
4385 036 198 057
4386 041 198 052
4387 047 198 047
4388 054 198 042
4389 062 198 037
4390 072 198 030
4391 083 198 023
4392 094 198 017
4393 106 198 012
4394 118 198 008
4395 129 198 005
4396 140 198 003
4397 150 198 002
4398 159 198 001
4399 168 199 001
4400 177 199 001
4401 185 199 001
4402 192 198 001
4403 198 199 001
4404 198 199 001
4405 198 199 001
4406 198 199 002
4407 198 199 002
4408 198 199 003
4409 198 199 005
4410 198 198 007
4411 198 199 010
4412 198 198 013
4413 198 199 017
4414 198 199 022
4415 198 198 027
4416 198 198 032
4417 198 199 039
4418 198 198 047
4419 198 198 055
4420 198 199 063
4421 198 199 069
4422 198 199 075
4423 198 199 080
4424 198 199 084
4425 198 199 087
4426 198 199 090
4427 198 199 093
4428 198 199 095
4429 198 199 097
4430 198 199 098
4431 198 199 099
4432 198 199 100
4433 198 199 100
4434 198 199 100
4435 198 199 099
4436 198 199 097
4437 198 199 095
4438 198 199 092
4439 198 199 088
4440 198 198 083
4441 198 199 079
4442 193 198 074
4443 187 198 069
4444 180 198 065
4445 172 198 062
4446 163 199 060
4447 154 198 060
4448 144 198 061
4449 134 198 063
4450 123 198 067
4451 112 198 073
4452 101 198 080
4453 090 198 090
4454 080 198 100
4455 070 198 110
4456 061 198 121
4457 052 198 131
4458 045 196 141
4459 038 193 151
4460 032 190 160
4461 026 185 168
4462 021 180 175
4463 017 174 182
4464 014 168 187
4465 011 162 191
4466 009 156 194
4467 008 149 197
4468 007 142 198
4469 006 134 198
4470 005 126 198
4471 005 118 198
4472 004 109 198
4473 004 101 198
4474 003 091 198
4475 003 082 198
4476 003 073 198
4477 002 064 198
4478 002 055 197
4479 002 046 198
4480 001 038 198
4481 001 031 198
4482 001 025 198
4483 001 019 198
4484 001 015 198
4485 001 010 198
4486 000 007 198
4487 000 005 198
4488 000 003 198
4489 000 002 198
4490 000 001 198
4491 000 000 198
4492 000 000 198
4493 000 000 198
4494 000 000 198
4495 000 000 198
4496 000 000 198
4497 000 000 198
4498 000 000 198
4499 000 000 198
4500 000 000 198
4501 000 000 198
4502 000 000 198
4503 000 000 198
4504 000 000 198
4505 001 000 198
4506 001 000 198
4507 002 000 198
4508 003 000 198
4509 005 000 198
4510 007 000 198
4511 009 000 197
4512 013 000 196
4513 016 000 195
4514 020 000 194
4515 025 000 194
4516 030 000 194
4517 037 000 194
4518 044 000 193
4519 053 000 193
4520 062 000 193
4521 072 000 194
4522 082 000 194
4523 093 000 194
4524 103 000 195
4525 113 000 196
4526 124 000 197
4527 135 000 198
4528 147 000 198
4529 157 000 198
4530 166 000 198
4531 174 000 198
4532 180 000 198
4533 186 000 198
4534 191 000 198
4535 195 000 198
4536 198 000 198
4537 198 000 198
4538 198 000 198
4539 198 000 198
4540 198 000 198
4541 199 000 198
4542 198 000 198
4543 198 000 198
4544 198 000 198
4545 198 000 198
4546 198 000 198
4547 198 000 198
4548 198 000 198
4549 198 000 198
4550 198 000 198
4551 198 000 198
4552 198 000 198
4553 198 000 198
4554 198 000 198
4555 198 000 198
4556 198 000 198
4557 198 000 198
4558 198 000 198
4559 198 000 198
4560 198 000 198
4561 198 000 198
4562 198 000 198
4563 198 000 198
4564 198 000 198
4565 198 000 198
4566 198 000 198
4567 198 000 197
4568 198 000 195
4569 198 000 194
4570 198 000 193
4571 198 000 192
4572 198 000 192
4573 198 000 192
4574 198 000 192
4575 198 000 192
4576 198 000 192
4577 198 000 193
4578 198 000 193
4579 198 000 194
4580 198 000 195
4581 198 000 196
4582 198 000 197
4583 198 000 198
4584 198 000 198
4585 198 000 198
4586 198 000 198
4587 198 000 198
4588 198 000 198
4589 198 000 198
4590 198 000 198
4591 198 000 198
4592 198 000 198
4593 198 000 198
4594 198 000 198
4595 198 000 198
4596 198 000 198
4597 198 000 198
4598 198 000 198
4599 198 000 198
4600 198 000 198
4601 198 000 198
4602 198 000 198
4603 198 000 198
4604 198 000 198
4605 198 000 198
4606 198 000 198
4607 198 000 198
4608 198 000 198
4609 198 000 197
4610 198 000 198
4611 198 000 198
4612 198 000 198
4613 198 000 198
4614 198 000 198
4615 198 000 198
4616 198 000 198
4617 198 000 198
4618 198 000 198
4619 198 000 198
4620 198 000 198
4621 198 000 198
4622 198 000 198
4623 198 000 198
4624 198 000 198
4625 198 000 192
4626 198 000 185
4627 198 000 177
4628 198 000 169
4629 198 000 159
4630 197 000 149
4631 194 000 137
4632 191 000 125
4633 186 000 113
4634 182 000 101
4635 176 000 090
4636 170 000 080
4637 162 000 070
4638 154 001 060
4639 145 001 051
4640 136 001 044
4641 126 002 039
4642 117 002 035
4643 107 003 034
4644 097 003 033
4645 088 005 034
4646 079 006 036
4647 070 007 038
4648 060 009 042
4649 052 012 048
4650 044 015 054
4651 038 018 060
4652 031 022 066
4653 023 028 071
4654 018 034 077
4655 013 042 082
4656 009 049 087
4657 006 056 089
4658 004 065 091
4659 002 075 093
4660 001 087 094
4661 000 099 094
4662 000 112 094
4663 000 125 093
4664 000 137 093
4665 000 149 092
4666 000 158 089
4667 000 168 086
4668 000 176 082
4669 000 184 077
4670 000 192 072
4671 000 198 065
4672 000 198 059
4673 000 198 052
4674 000 198 045
4675 000 198 037
4676 000 198 031
4677 000 198 024
4678 000 197 018
4679 000 198 014
4680 000 198 009
4681 000 198 006
4682 000 198 004
4683 000 198 002
4684 000 198 002
4685 000 198 001
4686 000 198 001
4687 000 198 001
4688 000 198 001
4689 000 198 001
4690 000 198 001
4691 000 198 001
4692 000 198 002
4693 000 198 002
4694 000 198 002
4695 000 198 003
4696 000 198 004
4697 000 198 006
4698 000 198 009
4699 000 198 013
4700 000 198 018
4701 000 198 024
4702 000 198 030
4703 000 198 038
4704 000 198 047
4705 000 198 058
4706 000 198 067
4707 000 198 075
4708 000 198 082
4709 000 198 088
4710 000 198 092
4711 000 198 095
4712 000 198 097
4713 000 198 098
4714 000 198 099
4715 000 198 099
4716 000 198 099
4717 000 198 099
4718 000 198 097
4719 000 198 096
4720 000 198 095
4721 000 198 093
4722 000 198 091
4723 000 198 087
4724 000 198 081
4725 000 198 074
4726 000 198 065
4727 000 198 056
4728 000 198 047
4729 000 193 038
4730 000 188 030
4731 000 182 023
4732 000 177 017
4733 000 171 012
4734 000 164 008
4735 000 156 005
4736 000 147 003
4737 000 140 002
4738 000 131 002
4739 000 121 001
4740 000 109 001
4741 000 097 000
4742 000 087 000
4743 000 077 001
4744 000 066 001
4745 000 056 001
4746 000 047 001
4747 000 040 001
4748 000 034 001
4749 000 028 002
4750 000 023 002
4751 000 018 004
4752 000 014 006
4753 000 010 009
4754 000 007 013
4755 000 005 018
4756 000 004 023
4757 000 003 030
4758 000 002 037
4759 000 002 045
4760 000 001 052
4761 002 001 059
4762 003 000 066
4763 005 000 072
4764 008 000 077
4765 011 000 082
4766 015 000 086
4767 020 000 089
4768 024 000 092
4769 030 000 095
4770 036 000 097
4771 044 000 099
4772 054 000 099
4773 063 000 100
4774 071 000 100
4775 080 000 100
4776 089 000 099
4777 100 000 097
4778 111 000 095
4779 122 000 093
4780 133 000 090
4781 144 000 087
4782 154 000 082
4783 163 000 076
4784 171 000 069
4785 177 000 060
4786 184 000 052
4787 190 000 044
4788 195 000 036
4789 198 000 028
4790 198 000 022
4791 198 000 016
4792 198 000 011
4793 198 000 008
4794 198 000 005
4795 198 000 003
4796 198 000 002
4797 198 000 001
4798 198 000 001
4799 198 000 001
4800 198 000 000
4801 198 000 001
4802 198 000 001
4803 198 000 001
4804 198 000 002
4805 198 000 003
4806 198 000 005
4807 198 000 007
4808 198 000 011
4809 198 000 015
4810 198 000 020
4811 198 000 025
4812 198 000 032
4813 198 000 038
4814 198 000 045
4815 198 000 053
4816 198 000 060
4817 198 000 067
4818 198 000 073
4819 198 000 079
4820 198 000 085
4821 198 000 090
4822 198 000 096
4823 198 000 101
4824 198 000 106
4825 198 000 112
4826 198 000 117
4827 198 000 123
4828 198 000 130
4829 198 000 140
4830 198 000 154
4831 198 000 170
4832 198 000 187
4833 198 000 198
4834 198 000 198
4835 198 000 198
4836 198 000 197
4837 198 000 198
4838 198 000 198
4839 198 000 197
4840 198 000 198
4841 198 000 198
4842 198 000 198
4843 198 000 198
4844 198 000 198
4845 198 000 198
4846 198 000 198
4847 198 000 198
4848 198 000 198
4849 198 000 198
4850 198 000 197
4851 198 000 198
4852 198 000 198
4853 198 000 198
4854 198 000 198
4855 198 000 198
4856 198 000 198
4857 198 000 198
4858 198 000 197
4859 198 000 197
4860 198 000 198
4861 198 000 198
4862 198 000 197
4863 198 000 198
4864 198 000 198
4865 198 000 198
4866 198 000 198
4867 198 000 198
4868 198 000 198
4869 198 000 198
4870 198 000 198
4871 198 000 198
4872 198 000 198
4873 198 000 198
4874 198 000 198
4875 198 000 198
4876 199 000 198
4877 198 000 198
4878 198 000 197
4879 198 000 198
4880 198 000 198
4881 198 000 198
4882 198 000 198
4883 198 000 198
4884 198 000 198
4885 198 000 198
4886 198 000 198
4887 198 000 198
4888 198 000 198
4889 198 000 198
4890 198 000 198
4891 198 000 198
4892 198 000 198
4893 198 000 198
4894 198 000 198
4895 198 000 198
4896 198 000 198
4897 198 000 198
4898 198 000 198
4899 198 000 198
4900 198 000 198
4901 198 000 198
4902 198 000 198
4903 198 000 198
4904 198 001 190
4905 198 001 182
4906 198 001 174
4907 198 002 165
4908 198 003 156
4909 198 004 146
4910 198 006 135
4911 198 008 125
4912 198 010 114
4913 198 013 103
4914 198 017 092
4915 198 021 082
4916 198 025 072
4917 198 030 063
4918 198 035 055
4919 198 042 048
4920 198 049 042
4921 198 056 036
4922 198 062 032
4923 198 071 029
4924 198 081 028
4925 198 092 029
4926 198 103 033
4927 198 113 038
4928 198 124 045
4929 198 135 053
4930 198 146 061
4931 198 156 068
4932 198 164 074
4933 198 172 080
4934 198 180 085
4935 198 188 090
4936 198 194 093
4937 198 198 096
4938 198 199 099
4939 197 198 101
4940 194 198 102
4941 191 198 103
4942 187 199 104
4943 183 198 103
4944 177 199 102
4945 171 198 100
4946 164 198 098
4947 157 198 094
4948 148 198 091
4949 138 198 086
4950 127 198 081
4951 115 198 075
4952 103 198 069
4953 091 198 063
4954 080 198 055
4955 068 198 045
4956 057 198 036
4957 048 198 027
4958 040 198 020
4959 032 198 014
4960 025 198 009
4961 019 198 005
4962 014 198 003
4963 010 198 002
4964 007 198 001
4965 005 198 001
4966 003 198 000
4967 001 198 000
4968 001 198 000
4969 000 198 001
4970 000 198 001
4971 000 198 001
4972 000 198 002
4973 000 198 003
4974 000 198 004
4975 000 198 005
4976 000 198 007
4977 000 198 010
4978 000 198 013
4979 000 198 016
4980 000 198 020
4981 000 198 024
4982 000 198 032
4983 000 198 040
4984 000 198 049
4985 000 198 058
4986 000 198 066
4987 000 198 073
4988 000 198 079
4989 000 198 085
4990 000 198 089
4991 000 198 093
4992 000 198 095
4993 000 198 098
4994 000 196 099
4995 001 192 100
4996 001 186 101
4997 001 179 101
4998 001 171 101
4999 002 163 101
5000 002 155 100
5001 003 146 098
5002 003 134 096
5003 004 121 091
5004 005 108 085
5005 006 097 079
5006 008 086 071
5007 010 074 063
5008 013 063 056
5009 016 054 052
5010 020 047 051
5011 025 040 052
5012 031 033 056
5013 038 026 064
5014 046 020 074
5015 055 015 086
5016 065 012 100
5017 076 009 114
5018 087 006 128
5019 098 005 141
5020 110 004 152
5021 121 003 162
5022 133 003 171
5023 144 002 178
5024 154 002 185
5025 162 001 190
5026 170 001 194
5027 178 001 197
5028 186 000 198
5029 193 000 198
5030 198 000 198
5031 198 000 198
5032 198 000 198
5033 198 000 198
5034 198 000 198
5035 198 000 198
5036 198 000 198
5037 198 000 198
5038 198 000 198
5039 198 000 198
5040 198 000 198
5041 198 000 198
5042 198 000 198
5043 198 000 198
5044 198 000 198
5045 198 000 198
5046 198 000 198
5047 198 000 198
5048 198 000 198
5049 198 000 198
5050 198 000 198
5051 198 000 197
5052 198 000 198
5053 198 000 198
5054 198 000 198
5055 198 000 197
5056 198 000 198
5057 198 000 198
5058 198 000 198
5059 198 000 198
5060 198 000 198
5061 195 000 198
5062 190 000 198
5063 185 000 198
5064 179 000 198
5065 172 000 197
5066 165 000 198
5067 157 000 198
5068 147 000 198
5069 137 000 198
5070 127 000 198
5071 116 000 198
5072 104 000 198
5073 093 000 198
5074 081 000 198
5075 069 000 198
5076 058 000 198
5077 049 000 198
5078 040 000 197
5079 032 000 198
5080 026 000 198
5081 020 001 197
5082 016 003 198
5083 012 005 198
5084 009 008 198
5085 007 011 198
5086 006 015 198
5087 005 019 198
5088 004 024 198
5089 004 031 198
5090 003 039 198
5091 003 047 198
5092 002 055 198
5093 002 064 198
5094 002 074 197
5095 002 085 189
5096 002 096 181
5097 002 106 173
5098 002 116 164
5099 001 128 155
5100 001 139 147
5101 001 149 139
5102 001 157 132
5103 001 164 126
5104 001 172 121
5105 001 179 116
5106 001 184 110
5107 001 189 106
5108 001 192 101
5109 001 197 097
5110 001 198 092
5111 001 198 085
5112 001 198 077
5113 001 198 069
5114 002 198 060
5115 002 198 051
5116 002 198 043
5117 002 198 035
5118 002 198 027
5119 003 198 021
5120 003 198 015
5121 004 198 010
5122 005 198 007
5123 005 198 004
5124 007 198 002
5125 008 198 001
5126 010 198 001
5127 013 198 001
5128 017 198 001
5129 022 198 001
5130 029 198 001
5131 036 198 001
5132 043 198 002
5133 051 198 003
5134 060 198 006
5135 070 198 009
5136 081 198 013
5137 092 198 019
5138 104 198 025
5139 118 198 033
5140 130 198 040
5141 142 198 048
5142 151 198 056
5143 160 198 063
5144 168 198 069
5145 176 198 075
5146 183 198 079
5147 189 198 083
5148 195 199 086
5149 198 199 089
5150 198 198 091
5151 198 199 093
5152 198 198 094
5153 198 199 095
5154 198 199 095
5155 198 199 095
5156 198 199 095
5157 198 198 095
5158 198 199 094
5159 198 198 093
5160 198 198 092
5161 198 198 089
5162 198 198 086
5163 198 198 082
5164 198 199 076
5165 198 199 068
5166 198 199 058
5167 198 199 048
5168 198 199 037
5169 198 198 028
5170 198 198 019
5171 198 198 012
5172 198 198 007
5173 198 199 004
5174 198 198 002
5175 198 198 001
5176 198 199 000
5177 198 198 000
5178 198 199 000
5179 198 199 000
5180 193 199 001
5181 188 198 001
5182 182 199 002
5183 175 199 002
5184 168 198 004
5185 160 198 006
5186 151 198 008
5187 142 198 011
5188 132 198 015
5189 122 198 019
5190 111 198 024
5191 102 198 029
5192 092 198 034
5193 082 198 039
5194 070 198 045
5195 059 198 050
5196 048 198 055
5197 039 198 060
5198 032 198 064
5199 025 198 068
5200 019 198 072
5201 015 198 075
5202 011 198 080
5203 007 198 084
5204 005 198 088
5205 004 198 092
5206 003 198 094
5207 003 198 095
5208 002 198 095
5209 002 198 094
5210 001 198 092
5211 001 198 090
5212 001 198 086
5213 000 198 081
5214 000 198 076
5215 000 198 069
5216 000 198 062
5217 000 198 055
5218 000 198 047
5219 000 198 040
5220 000 198 033
5221 000 198 026
5222 000 198 020
5223 000 198 015
5224 000 198 011
5225 000 198 008
5226 000 198 005
5227 000 198 003
5228 000 198 002
5229 000 198 001
5230 000 198 001
5231 000 198 000
5232 000 198 000
5233 000 198 000
5234 000 198 000
5235 000 198 000
5236 000 198 000
5237 000 198 001
5238 000 198 001
5239 000 198 002
5240 000 198 003
5241 000 198 006
5242 001 198 009
5243 002 198 014
5244 004 198 019
5245 006 198 026
5246 009 198 033
5247 013 198 041
5248 017 198 049
5249 023 198 057
5250 029 198 064
5251 037 198 069
5252 046 198 074
5253 058 198 079
5254 070 198 083
5255 082 198 086
5256 093 198 089
5257 106 198 090
5258 119 198 091
5259 130 198 091
5260 141 198 091
5261 151 199 090
5262 161 198 089
5263 170 198 087
5264 177 198 085
5265 183 198 082
5266 188 199 078
5267 193 198 074
5268 197 198 070
5269 198 199 067
5270 198 198 065
5271 198 199 063
5272 198 199 063
5273 198 198 064
5274 198 198 066
5275 198 199 070
5276 198 198 077
5277 198 199 086
5278 197 198 097
5279 198 199 109
5280 198 198 122
5281 198 199 136
5282 198 199 150
5283 198 199 162
5284 198 199 172
5285 198 198 181
5286 198 198 188
5287 198 198 194
5288 198 199 198
5289 198 198 198
5290 198 199 199
5291 198 199 199
5292 198 199 198
5293 198 198 198
5294 198 199 198
5295 198 199 198
5296 198 198 198
5297 198 199 199
5298 198 198 198
5299 198 198 198
5300 198 199 198
5301 198 199 198
5302 198 198 198
5303 198 198 198
5304 198 198 198
5305 198 198 198
5306 198 199 198
5307 198 198 198
5308 198 198 198
5309 198 198 198
5310 198 198 198
5311 198 198 198
5312 198 198 198
5313 198 199 198
5314 198 198 198
5315 198 198 198
5316 198 199 198
5317 198 199 199
5318 198 199 199
5319 198 198 198
5320 198 199 198
5321 198 198 198
5322 198 199 199
5323 198 198 198
5324 198 199 198
5325 198 199 198
5326 198 199 199
5327 198 199 198
5328 198 199 198
5329 198 198 198
5330 198 199 199
5331 198 199 199
5332 198 199 198
5333 198 199 198
5334 198 199 198
5335 198 198 198
5336 198 199 198
5337 198 198 198
5338 198 198 198
5339 198 199 199
5340 198 199 198
5341 198 198 198
5342 198 199 198
5343 198 198 198
5344 198 199 199
5345 198 198 198
5346 198 198 199
5347 198 198 198
5348 198 199 199
5349 198 198 198
5350 198 199 198
5351 198 199 198
5352 198 199 198
5353 198 199 196
5354 198 198 186
5355 198 198 174
5356 198 198 161
5357 198 199 149
5358 198 199 137
5359 198 199 127
5360 198 198 118
5361 198 199 111
5362 198 198 104
5363 198 199 098
5364 198 198 093
5365 198 199 088
5366 198 199 083
5367 198 199 076
5368 198 198 069
5369 198 199 061
5370 198 199 053
5371 198 198 044
5372 198 199 036
5373 198 199 029
5374 198 199 022
5375 198 199 017
5376 198 199 012
5377 198 199 008
5378 198 198 005
5379 198 199 003
5380 198 199 002
5381 198 198 001
5382 198 199 001
5383 198 199 001
5384 198 198 001
5385 198 199 000
5386 198 199 000
5387 198 198 001
5388 198 199 001
5389 198 199 001
5390 198 199 001
5391 198 199 002
5392 198 198 002
5393 198 199 003
5394 198 199 005
5395 198 198 008
5396 198 199 011
5397 198 199 016
5398 198 199 021
5399 198 199 028
5400 198 199 037
5401 198 199 045
5402 198 199 054
5403 198 199 062
5404 198 199 070
5405 198 198 077
5406 198 199 083
5407 198 199 087
5408 198 198 090
5409 198 198 092
5410 198 198 094
5411 198 199 094
5412 198 199 094
5413 198 199 093
5414 198 198 091
5415 198 198 089
5416 198 199 086
5417 198 198 083
5418 198 199 079
5419 198 198 074
5420 198 199 069
5421 198 199 063
5422 198 199 057
5423 198 199 050
5424 198 198 044
5425 198 198 037
5426 198 198 031
5427 198 199 025
5428 198 199 019
5429 198 198 015
5430 198 199 011
5431 198 199 007
5432 198 199 005
5433 198 198 003
5434 198 199 002
5435 198 199 001
5436 198 199 001
5437 198 198 000
5438 198 198 000
5439 198 199 000
5440 198 199 001
5441 198 199 001
5442 198 198 001
5443 198 199 002
5444 198 198 004
5445 198 198 006
5446 198 198 009
5447 198 199 013
5448 198 199 018
5449 198 198 024
5450 198 198 031
5451 198 199 038
5452 198 199 046
5453 198 199 053
5454 198 198 060
5455 198 199 066
5456 198 199 072
5457 198 198 076
5458 198 198 080
5459 198 199 084
5460 198 198 087
5461 198 199 089
5462 198 198 091
5463 198 198 093
5464 198 199 094
